date,location,location_name,value
2022-01-23,GM,Germany,116718
2022-01-23,GM01,Baden-Württemberg State,13527
2022-01-23,GM02,Free State of Bavaria,20308
2022-01-23,GM03,Free Hanseatic City of Bremen,632
2022-01-23,GM04,Free Hanseatic City of Hamburg,2075
2022-01-23,GM05,Hesse State,8722
2022-01-23,GM06,Lower Saxony State,7049
2022-01-23,GM07,North Rhine-Westphalia State,20897
2022-01-23,GM08,Rhineland-Palatinate State,4767
2022-01-23,GM09,Saarland State,1314
2022-01-23,GM10,Schleswig-Holstein State,1937
2022-01-23,GM11,Brandenburg State,4962
2022-01-23,GM12,Mecklenburg-Western Pomerania State,1607
2022-01-23,GM13,Free State of Saxony,13960
2022-01-23,GM14,Sachsen-Anhalt State,4536
2022-01-23,GM15,Free State of Thuringia,6341
2022-01-23,GM16,Berlin State,4084
