date,location,location_name,value
2021-09-28,GM,Germany,93504
2021-09-28,GM01,Baden-Württemberg State,10661
2021-09-28,GM02,Free State of Bavaria,15622
2021-09-28,GM03,Free Hanseatic City of Bremen,508
2021-09-28,GM04,Free Hanseatic City of Hamburg,1721
2021-09-28,GM05,Hesse State,7727
2021-09-28,GM06,Lower Saxony State,5946
2021-09-28,GM07,North Rhine-Westphalia State,17780
2021-09-28,GM08,Rhineland-Palatinate State,3983
2021-09-28,GM09,Saarland State,1049
2021-09-28,GM10,Schleswig-Holstein State,1685
2021-09-28,GM11,Brandenburg State,3847
2021-09-28,GM12,Mecklenburg-Western Pomerania State,1199
2021-09-28,GM13,Free State of Saxony,10207
2021-09-28,GM14,Sachsen-Anhalt State,3533
2021-09-28,GM15,Free State of Thuringia,4411
2021-09-28,GM16,Berlin State,3625
