date,location,location_name,value
2022-04-25,GM,Germany,134185
2022-04-25,GM01,Baden-Württemberg State,15644
2022-04-25,GM02,Free State of Bavaria,23355
2022-04-25,GM03,Free Hanseatic City of Bremen,743
2022-04-25,GM04,Free Hanseatic City of Hamburg,2503
2022-04-25,GM05,Hesse State,9847
2022-04-25,GM06,Lower Saxony State,8565
2022-04-25,GM07,North Rhine-Westphalia State,24490
2022-04-25,GM08,Rhineland-Palatinate State,5463
2022-04-25,GM09,Saarland State,1615
2022-04-25,GM10,Schleswig-Holstein State,2413
2022-04-25,GM11,Brandenburg State,5531
2022-04-25,GM12,Mecklenburg-Western Pomerania State,2139
2022-04-25,GM13,Free State of Saxony,15159
2022-04-25,GM14,Sachsen-Anhalt State,5208
2022-04-25,GM15,Free State of Thuringia,7052
2022-04-25,GM16,Berlin State,4458
