date,location,location_name,value
2021-07-11,GM,Germany,91231
2021-07-11,GM01,Baden-Württemberg State,10316
2021-07-11,GM02,Free State of Bavaria,15294
2021-07-11,GM03,Free Hanseatic City of Bremen,488
2021-07-11,GM04,Free Hanseatic City of Hamburg,1602
2021-07-11,GM05,Hesse State,7555
2021-07-11,GM06,Lower Saxony State,5798
2021-07-11,GM07,North Rhine-Westphalia State,17206
2021-07-11,GM08,Rhineland-Palatinate State,3894
2021-07-11,GM09,Saarland State,1028
2021-07-11,GM10,Schleswig-Holstein State,1626
2021-07-11,GM11,Brandenburg State,3812
2021-07-11,GM12,Mecklenburg-Western Pomerania State,1161
2021-07-11,GM13,Free State of Saxony,10103
2021-07-11,GM14,Sachsen-Anhalt State,3430
2021-07-11,GM15,Free State of Thuringia,4354
2021-07-11,GM16,Berlin State,3564
