date,location,location_name,value
2022-03-18,GM,Germany,126646
2022-03-18,GM01,Baden-Württemberg State,14758
2022-03-18,GM02,Free State of Bavaria,22049
2022-03-18,GM03,Free Hanseatic City of Bremen,699
2022-03-18,GM04,Free Hanseatic City of Hamburg,2348
2022-03-18,GM05,Hesse State,9464
2022-03-18,GM06,Lower Saxony State,7780
2022-03-18,GM07,North Rhine-Westphalia State,23054
2022-03-18,GM08,Rhineland-Palatinate State,5145
2022-03-18,GM09,Saarland State,1467
2022-03-18,GM10,Schleswig-Holstein State,2213
2022-03-18,GM11,Brandenburg State,5332
2022-03-18,GM12,Mecklenburg-Western Pomerania State,1888
2022-03-18,GM13,Free State of Saxony,14516
2022-03-18,GM14,Sachsen-Anhalt State,4895
2022-03-18,GM15,Free State of Thuringia,6723
2022-03-18,GM16,Berlin State,4315
