date,location,location_name,value
2021-03-31,GM,Germany,76342
2021-03-31,GM01,Baden-Württemberg State,8684
2021-03-31,GM02,Free State of Bavaria,13239
2021-03-31,GM03,Free Hanseatic City of Bremen,404
2021-03-31,GM04,Free Hanseatic City of Hamburg,1378
2021-03-31,GM05,Hesse State,6321
2021-03-31,GM06,Lower Saxony State,4847
2021-03-31,GM07,North Rhine-Westphalia State,14194
2021-03-31,GM08,Rhineland-Palatinate State,3322
2021-03-31,GM09,Saarland State,925
2021-03-31,GM10,Schleswig-Holstein State,1432
2021-03-31,GM11,Brandenburg State,3302
2021-03-31,GM12,Mecklenburg-Western Pomerania State,857
2021-03-31,GM13,Free State of Saxony,8360
2021-03-31,GM14,Sachsen-Anhalt State,2706
2021-03-31,GM15,Free State of Thuringia,3325
2021-03-31,GM16,Berlin State,3046
