date,location,location_name,value
2022-03-11,GM,Germany,125272
2022-03-11,GM01,Baden-Württemberg State,14584
2022-03-11,GM02,Free State of Bavaria,21835
2022-03-11,GM03,Free Hanseatic City of Bremen,693
2022-03-11,GM04,Free Hanseatic City of Hamburg,2338
2022-03-11,GM05,Hesse State,9348
2022-03-11,GM06,Lower Saxony State,7671
2022-03-11,GM07,North Rhine-Westphalia State,22753
2022-03-11,GM08,Rhineland-Palatinate State,5094
2022-03-11,GM09,Saarland State,1434
2022-03-11,GM10,Schleswig-Holstein State,2180
2022-03-11,GM11,Brandenburg State,5287
2022-03-11,GM12,Mecklenburg-Western Pomerania State,1845
2022-03-11,GM13,Free State of Saxony,14413
2022-03-11,GM14,Sachsen-Anhalt State,4829
2022-03-11,GM15,Free State of Thuringia,6674
2022-03-11,GM16,Berlin State,4294
