date,location,location_name,value
2021-07-03,GM,Germany,91023
2021-07-03,GM01,Baden-Württemberg State,10276
2021-07-03,GM02,Free State of Bavaria,15272
2021-07-03,GM03,Free Hanseatic City of Bremen,487
2021-07-03,GM04,Free Hanseatic City of Hamburg,1597
2021-07-03,GM05,Hesse State,7539
2021-07-03,GM06,Lower Saxony State,5769
2021-07-03,GM07,North Rhine-Westphalia State,17166
2021-07-03,GM08,Rhineland-Palatinate State,3893
2021-07-03,GM09,Saarland State,1026
2021-07-03,GM10,Schleswig-Holstein State,1623
2021-07-03,GM11,Brandenburg State,3807
2021-07-03,GM12,Mecklenburg-Western Pomerania State,1156
2021-07-03,GM13,Free State of Saxony,10086
2021-07-03,GM14,Sachsen-Anhalt State,3427
2021-07-03,GM15,Free State of Thuringia,4340
2021-07-03,GM16,Berlin State,3559
