date,location,location_name,value
2022-09-06,GM,Germany,147861
2022-09-06,GM01,Baden-Württemberg State,16999
2022-09-06,GM02,Free State of Bavaria,25489
2022-09-06,GM03,Free Hanseatic City of Bremen,828
2022-09-06,GM04,Free Hanseatic City of Hamburg,2993
2022-09-06,GM05,Hesse State,10938
2022-09-06,GM06,Lower Saxony State,10540
2022-09-06,GM07,North Rhine-Westphalia State,27109
2022-09-06,GM08,Rhineland-Palatinate State,6090
2022-09-06,GM09,Saarland State,1829
2022-09-06,GM10,Schleswig-Holstein State,2837
2022-09-06,GM11,Brandenburg State,5868
2022-09-06,GM12,Mecklenburg-Western Pomerania State,2424
2022-09-06,GM13,Free State of Saxony,15921
2022-09-06,GM14,Sachsen-Anhalt State,5655
2022-09-06,GM15,Free State of Thuringia,7574
2022-09-06,GM16,Berlin State,4767
