date,location,location_name,value
2021-04-20,GM,Germany,80303
2021-04-20,GM01,Baden-Württemberg State,9085
2021-04-20,GM02,Free State of Bavaria,13771
2021-04-20,GM03,Free Hanseatic City of Bremen,436
2021-04-20,GM04,Free Hanseatic City of Hamburg,1434
2021-04-20,GM05,Hesse State,6648
2021-04-20,GM06,Lower Saxony State,5136
2021-04-20,GM07,North Rhine-Westphalia State,14974
2021-04-20,GM08,Rhineland-Palatinate State,3469
2021-04-20,GM09,Saarland State,943
2021-04-20,GM10,Schleswig-Holstein State,1480
2021-04-20,GM11,Brandenburg State,3469
2021-04-20,GM12,Mecklenburg-Western Pomerania State,934
2021-04-20,GM13,Free State of Saxony,8756
2021-04-20,GM14,Sachsen-Anhalt State,2952
2021-04-20,GM15,Free State of Thuringia,3663
2021-04-20,GM16,Berlin State,3153
