date,location,location_name,value
2022-08-16,GM,Germany,145838
2022-08-16,GM01,Baden-Württemberg State,16764
2022-08-16,GM02,Free State of Bavaria,25174
2022-08-16,GM03,Free Hanseatic City of Bremen,819
2022-08-16,GM04,Free Hanseatic City of Hamburg,2899
2022-08-16,GM05,Hesse State,10786
2022-08-16,GM06,Lower Saxony State,10263
2022-08-16,GM07,North Rhine-Westphalia State,26731
2022-08-16,GM08,Rhineland-Palatinate State,6003
2022-08-16,GM09,Saarland State,1793
2022-08-16,GM10,Schleswig-Holstein State,2781
2022-08-16,GM11,Brandenburg State,5823
2022-08-16,GM12,Mecklenburg-Western Pomerania State,2368
2022-08-16,GM13,Free State of Saxony,15802
2022-08-16,GM14,Sachsen-Anhalt State,5586
2022-08-16,GM15,Free State of Thuringia,7501
2022-08-16,GM16,Berlin State,4745
