date,location,location_name,value
2022-09-08,GM,Germany,148098
2022-09-08,GM01,Baden-Württemberg State,17026
2022-09-08,GM02,Free State of Bavaria,25523
2022-09-08,GM03,Free Hanseatic City of Bremen,828
2022-09-08,GM04,Free Hanseatic City of Hamburg,3002
2022-09-08,GM05,Hesse State,10969
2022-09-08,GM06,Lower Saxony State,10562
2022-09-08,GM07,North Rhine-Westphalia State,27160
2022-09-08,GM08,Rhineland-Palatinate State,6095
2022-09-08,GM09,Saarland State,1833
2022-09-08,GM10,Schleswig-Holstein State,2845
2022-09-08,GM11,Brandenburg State,5872
2022-09-08,GM12,Mecklenburg-Western Pomerania State,2428
2022-09-08,GM13,Free State of Saxony,15937
2022-09-08,GM14,Sachsen-Anhalt State,5662
2022-09-08,GM15,Free State of Thuringia,7583
2022-09-08,GM16,Berlin State,4773
