date,location,location_name,value
2022-01-11,GM,Germany,114351
2022-01-11,GM01,Baden-Württemberg State,13261
2022-01-11,GM02,Free State of Bavaria,20003
2022-01-11,GM03,Free Hanseatic City of Bremen,613
2022-01-11,GM04,Free Hanseatic City of Hamburg,2032
2022-01-11,GM05,Hesse State,8634
2022-01-11,GM06,Lower Saxony State,6927
2022-01-11,GM07,North Rhine-Westphalia State,20637
2022-01-11,GM08,Rhineland-Palatinate State,4712
2022-01-11,GM09,Saarland State,1267
2022-01-11,GM10,Schleswig-Holstein State,1903
2022-01-11,GM11,Brandenburg State,4815
2022-01-11,GM12,Mecklenburg-Western Pomerania State,1535
2022-01-11,GM13,Free State of Saxony,13451
2022-01-11,GM14,Sachsen-Anhalt State,4405
2022-01-11,GM15,Free State of Thuringia,6113
2022-01-11,GM16,Berlin State,4043
