date,location,location_name,value
2021-04-12,GM,Germany,78452
2021-04-12,GM01,Baden-Württemberg State,8927
2021-04-12,GM02,Free State of Bavaria,13514
2021-04-12,GM03,Free Hanseatic City of Bremen,420
2021-04-12,GM04,Free Hanseatic City of Hamburg,1412
2021-04-12,GM05,Hesse State,6488
2021-04-12,GM06,Lower Saxony State,5019
2021-04-12,GM07,North Rhine-Westphalia State,14587
2021-04-12,GM08,Rhineland-Palatinate State,3398
2021-04-12,GM09,Saarland State,932
2021-04-12,GM10,Schleswig-Holstein State,1461
2021-04-12,GM11,Brandenburg State,3373
2021-04-12,GM12,Mecklenburg-Western Pomerania State,907
2021-04-12,GM13,Free State of Saxony,8558
2021-04-12,GM14,Sachsen-Anhalt State,2833
2021-04-12,GM15,Free State of Thuringia,3501
2021-04-12,GM16,Berlin State,3122
