date,location,location_name,value
2021-04-15,GM,Germany,79381
2021-04-15,GM01,Baden-Württemberg State,9007
2021-04-15,GM02,Free State of Bavaria,13657
2021-04-15,GM03,Free Hanseatic City of Bremen,427
2021-04-15,GM04,Free Hanseatic City of Hamburg,1423
2021-04-15,GM05,Hesse State,6565
2021-04-15,GM06,Lower Saxony State,5104
2021-04-15,GM07,North Rhine-Westphalia State,14761
2021-04-15,GM08,Rhineland-Palatinate State,3422
2021-04-15,GM09,Saarland State,940
2021-04-15,GM10,Schleswig-Holstein State,1471
2021-04-15,GM11,Brandenburg State,3430
2021-04-15,GM12,Mecklenburg-Western Pomerania State,919
2021-04-15,GM13,Free State of Saxony,8654
2021-04-15,GM14,Sachsen-Anhalt State,2885
2021-04-15,GM15,Free State of Thuringia,3583
2021-04-15,GM16,Berlin State,3133
