date,location,location_name,value
2021-09-10,GM,Germany,92553
2021-09-10,GM01,Baden-Württemberg State,10524
2021-09-10,GM02,Free State of Bavaria,15463
2021-09-10,GM03,Free Hanseatic City of Bremen,501
2021-09-10,GM04,Free Hanseatic City of Hamburg,1658
2021-09-10,GM05,Hesse State,7660
2021-09-10,GM06,Lower Saxony State,5873
2021-09-10,GM07,North Rhine-Westphalia State,17529
2021-09-10,GM08,Rhineland-Palatinate State,3945
2021-09-10,GM09,Saarland State,1038
2021-09-10,GM10,Schleswig-Holstein State,1664
2021-09-10,GM11,Brandenburg State,3829
2021-09-10,GM12,Mecklenburg-Western Pomerania State,1195
2021-09-10,GM13,Free State of Saxony,10182
2021-09-10,GM14,Sachsen-Anhalt State,3493
2021-09-10,GM15,Free State of Thuringia,4397
2021-09-10,GM16,Berlin State,3602
