date,location,location_name,value
2021-08-18,GM,Germany,91921
2021-08-18,GM01,Baden-Württemberg State,10435
2021-08-18,GM02,Free State of Bavaria,15383
2021-08-18,GM03,Free Hanseatic City of Bremen,495
2021-08-18,GM04,Free Hanseatic City of Hamburg,1636
2021-08-18,GM05,Hesse State,7611
2021-08-18,GM06,Lower Saxony State,5831
2021-08-18,GM07,North Rhine-Westphalia State,17340
2021-08-18,GM08,Rhineland-Palatinate State,3918
2021-08-18,GM09,Saarland State,1030
2021-08-18,GM10,Schleswig-Holstein State,1641
2021-08-18,GM11,Brandenburg State,3819
2021-08-18,GM12,Mecklenburg-Western Pomerania State,1184
2021-08-18,GM13,Free State of Saxony,10150
2021-08-18,GM14,Sachsen-Anhalt State,3471
2021-08-18,GM15,Free State of Thuringia,4390
2021-08-18,GM16,Berlin State,3587
