date,location,location_name,value
2021-06-14,GM,Germany,89844
2021-06-14,GM01,Baden-Württemberg State,10076
2021-06-14,GM02,Free State of Bavaria,15099
2021-06-14,GM03,Free Hanseatic City of Bremen,478
2021-06-14,GM04,Free Hanseatic City of Hamburg,1580
2021-06-14,GM05,Hesse State,7436
2021-06-14,GM06,Lower Saxony State,5701
2021-06-14,GM07,North Rhine-Westphalia State,16983
2021-06-14,GM08,Rhineland-Palatinate State,3783
2021-06-14,GM09,Saarland State,1017
2021-06-14,GM10,Schleswig-Holstein State,1614
2021-06-14,GM11,Brandenburg State,3756
2021-06-14,GM12,Mecklenburg-Western Pomerania State,1145
2021-06-14,GM13,Free State of Saxony,9974
2021-06-14,GM14,Sachsen-Anhalt State,3399
2021-06-14,GM15,Free State of Thuringia,4286
2021-06-14,GM16,Berlin State,3517
