date,location,location_name,value
2022-06-23,GM,Germany,140560
2022-06-23,GM01,Baden-Württemberg State,16255
2022-06-23,GM02,Free State of Bavaria,24300
2022-06-23,GM03,Free Hanseatic City of Bremen,785
2022-06-23,GM04,Free Hanseatic City of Hamburg,2711
2022-06-23,GM05,Hesse State,10305
2022-06-23,GM06,Lower Saxony State,9602
2022-06-23,GM07,North Rhine-Westphalia State,25641
2022-06-23,GM08,Rhineland-Palatinate State,5735
2022-06-23,GM09,Saarland State,1713
2022-06-23,GM10,Schleswig-Holstein State,2589
2022-06-23,GM11,Brandenburg State,5706
2022-06-23,GM12,Mecklenburg-Western Pomerania State,2252
2022-06-23,GM13,Free State of Saxony,15582
2022-06-23,GM14,Sachsen-Anhalt State,5394
2022-06-23,GM15,Free State of Thuringia,7352
2022-06-23,GM16,Berlin State,4638
