date,location,location_name,value
2021-04-14,GM,Germany,79088
2021-04-14,GM01,Baden-Württemberg State,8981
2021-04-14,GM02,Free State of Bavaria,13606
2021-04-14,GM03,Free Hanseatic City of Bremen,427
2021-04-14,GM04,Free Hanseatic City of Hamburg,1421
2021-04-14,GM05,Hesse State,6543
2021-04-14,GM06,Lower Saxony State,5071
2021-04-14,GM07,North Rhine-Westphalia State,14721
2021-04-14,GM08,Rhineland-Palatinate State,3414
2021-04-14,GM09,Saarland State,939
2021-04-14,GM10,Schleswig-Holstein State,1469
2021-04-14,GM11,Brandenburg State,3414
2021-04-14,GM12,Mecklenburg-Western Pomerania State,916
2021-04-14,GM13,Free State of Saxony,8612
2021-04-14,GM14,Sachsen-Anhalt State,2873
2021-04-14,GM15,Free State of Thuringia,3554
2021-04-14,GM16,Berlin State,3127
