date,location,location_name,value
2021-11-19,GM,Germany,98739
2021-11-19,GM01,Baden-Württemberg State,11411
2021-11-19,GM02,Free State of Bavaria,16861
2021-11-19,GM03,Free Hanseatic City of Bremen,538
2021-11-19,GM04,Free Hanseatic City of Hamburg,1860
2021-11-19,GM05,Hesse State,8018
2021-11-19,GM06,Lower Saxony State,6225
2021-11-19,GM07,North Rhine-Westphalia State,18630
2021-11-19,GM08,Rhineland-Palatinate State,4203
2021-11-19,GM09,Saarland State,1095
2021-11-19,GM10,Schleswig-Holstein State,1769
2021-11-19,GM11,Brandenburg State,4016
2021-11-19,GM12,Mecklenburg-Western Pomerania State,1289
2021-11-19,GM13,Free State of Saxony,10597
2021-11-19,GM14,Sachsen-Anhalt State,3674
2021-11-19,GM15,Free State of Thuringia,4776
2021-11-19,GM16,Berlin State,3777
