date,location,location_name,value
2022-01-15,GM,Germany,115572
2022-01-15,GM01,Baden-Württemberg State,13416
2022-01-15,GM02,Free State of Bavaria,20166
2022-01-15,GM03,Free Hanseatic City of Bremen,620
2022-01-15,GM04,Free Hanseatic City of Hamburg,2045
2022-01-15,GM05,Hesse State,8672
2022-01-15,GM06,Lower Saxony State,6990
2022-01-15,GM07,North Rhine-Westphalia State,20743
2022-01-15,GM08,Rhineland-Palatinate State,4734
2022-01-15,GM09,Saarland State,1298
2022-01-15,GM10,Schleswig-Holstein State,1915
2022-01-15,GM11,Brandenburg State,4872
2022-01-15,GM12,Mecklenburg-Western Pomerania State,1569
2022-01-15,GM13,Free State of Saxony,13746
2022-01-15,GM14,Sachsen-Anhalt State,4468
2022-01-15,GM15,Free State of Thuringia,6251
2022-01-15,GM16,Berlin State,4067
