date,location,location_name,value
2022-07-22,GM,Germany,143061
2022-07-22,GM01,Baden-Württemberg State,16504
2022-07-22,GM02,Free State of Bavaria,24734
2022-07-22,GM03,Free Hanseatic City of Bremen,806
2022-07-22,GM04,Free Hanseatic City of Hamburg,2789
2022-07-22,GM05,Hesse State,10567
2022-07-22,GM06,Lower Saxony State,9906
2022-07-22,GM07,North Rhine-Westphalia State,26169
2022-07-22,GM08,Rhineland-Palatinate State,5870
2022-07-22,GM09,Saarland State,1755
2022-07-22,GM10,Schleswig-Holstein State,2690
2022-07-22,GM11,Brandenburg State,5757
2022-07-22,GM12,Mecklenburg-Western Pomerania State,2297
2022-07-22,GM13,Free State of Saxony,15662
2022-07-22,GM14,Sachsen-Anhalt State,5454
2022-07-22,GM15,Free State of Thuringia,7415
2022-07-22,GM16,Berlin State,4686
