date,location,location_name,value
2022-11-08,GM,Germany,154785
2022-11-08,GM01,Baden-Württemberg State,17823
2022-11-08,GM02,Free State of Bavaria,26664
2022-11-08,GM03,Free Hanseatic City of Bremen,872
2022-11-08,GM04,Free Hanseatic City of Hamburg,3184
2022-11-08,GM05,Hesse State,11481
2022-11-08,GM06,Lower Saxony State,11400
2022-11-08,GM07,North Rhine-Westphalia State,28379
2022-11-08,GM08,Rhineland-Palatinate State,6419
2022-11-08,GM09,Saarland State,1934
2022-11-08,GM10,Schleswig-Holstein State,3049
2022-11-08,GM11,Brandenburg State,6077
2022-11-08,GM12,Mecklenburg-Western Pomerania State,2538
2022-11-08,GM13,Free State of Saxony,16246
2022-11-08,GM14,Sachsen-Anhalt State,5900
2022-11-08,GM15,Free State of Thuringia,7841
2022-11-08,GM16,Berlin State,4978
