date,location,location_name,value
2021-11-28,GM,Germany,100883
2021-11-28,GM01,Baden-Württemberg State,11688
2021-11-28,GM02,Free State of Bavaria,17403
2021-11-28,GM03,Free Hanseatic City of Bremen,547
2021-11-28,GM04,Free Hanseatic City of Hamburg,1888
2021-11-28,GM05,Hesse State,8123
2021-11-28,GM06,Lower Saxony State,6327
2021-11-28,GM07,North Rhine-Westphalia State,18895
2021-11-28,GM08,Rhineland-Palatinate State,4260
2021-11-28,GM09,Saarland State,1111
2021-11-28,GM10,Schleswig-Holstein State,1788
2021-11-28,GM11,Brandenburg State,4090
2021-11-28,GM12,Mecklenburg-Western Pomerania State,1321
2021-11-28,GM13,Free State of Saxony,10903
2021-11-28,GM14,Sachsen-Anhalt State,3780
2021-11-28,GM15,Free State of Thuringia,4936
2021-11-28,GM16,Berlin State,3823
