date,location,location_name,value
2022-08-04,GM,Germany,144552
2022-08-04,GM01,Baden-Württemberg State,16667
2022-08-04,GM02,Free State of Bavaria,24981
2022-08-04,GM03,Free Hanseatic City of Bremen,813
2022-08-04,GM04,Free Hanseatic City of Hamburg,2840
2022-08-04,GM05,Hesse State,10688
2022-08-04,GM06,Lower Saxony State,10076
2022-08-04,GM07,North Rhine-Westphalia State,26484
2022-08-04,GM08,Rhineland-Palatinate State,5940
2022-08-04,GM09,Saarland State,1776
2022-08-04,GM10,Schleswig-Holstein State,2742
2022-08-04,GM11,Brandenburg State,5791
2022-08-04,GM12,Mecklenburg-Western Pomerania State,2341
2022-08-04,GM13,Free State of Saxony,15718
2022-08-04,GM14,Sachsen-Anhalt State,5515
2022-08-04,GM15,Free State of Thuringia,7460
2022-08-04,GM16,Berlin State,4720
