date,location,location_name,value
2022-04-13,GM,Germany,132378
2022-04-13,GM01,Baden-Württemberg State,15455
2022-04-13,GM02,Free State of Bavaria,23062
2022-04-13,GM03,Free Hanseatic City of Bremen,731
2022-04-13,GM04,Free Hanseatic City of Hamburg,2464
2022-04-13,GM05,Hesse State,9746
2022-04-13,GM06,Lower Saxony State,8387
2022-04-13,GM07,North Rhine-Westphalia State,24161
2022-04-13,GM08,Rhineland-Palatinate State,5379
2022-04-13,GM09,Saarland State,1585
2022-04-13,GM10,Schleswig-Holstein State,2351
2022-04-13,GM11,Brandenburg State,5480
2022-04-13,GM12,Mecklenburg-Western Pomerania State,2089
2022-04-13,GM13,Free State of Saxony,14990
2022-04-13,GM14,Sachsen-Anhalt State,5125
2022-04-13,GM15,Free State of Thuringia,6952
2022-04-13,GM16,Berlin State,4421
