date,location,location_name,value
2021-07-04,GM,Germany,91030
2021-07-04,GM01,Baden-Württemberg State,10278
2021-07-04,GM02,Free State of Bavaria,15272
2021-07-04,GM03,Free Hanseatic City of Bremen,488
2021-07-04,GM04,Free Hanseatic City of Hamburg,1597
2021-07-04,GM05,Hesse State,7542
2021-07-04,GM06,Lower Saxony State,5769
2021-07-04,GM07,North Rhine-Westphalia State,17166
2021-07-04,GM08,Rhineland-Palatinate State,3893
2021-07-04,GM09,Saarland State,1026
2021-07-04,GM10,Schleswig-Holstein State,1623
2021-07-04,GM11,Brandenburg State,3807
2021-07-04,GM12,Mecklenburg-Western Pomerania State,1156
2021-07-04,GM13,Free State of Saxony,10087
2021-07-04,GM14,Sachsen-Anhalt State,3427
2021-07-04,GM15,Free State of Thuringia,4340
2021-07-04,GM16,Berlin State,3559
