date,location,location_name,value
2021-09-30,GM,Germany,93638
2021-09-30,GM01,Baden-Württemberg State,10674
2021-09-30,GM02,Free State of Bavaria,15647
2021-09-30,GM03,Free Hanseatic City of Bremen,509
2021-09-30,GM04,Free Hanseatic City of Hamburg,1730
2021-09-30,GM05,Hesse State,7742
2021-09-30,GM06,Lower Saxony State,5955
2021-09-30,GM07,North Rhine-Westphalia State,17813
2021-09-30,GM08,Rhineland-Palatinate State,3993
2021-09-30,GM09,Saarland State,1051
2021-09-30,GM10,Schleswig-Holstein State,1685
2021-09-30,GM11,Brandenburg State,3851
2021-09-30,GM12,Mecklenburg-Western Pomerania State,1200
2021-09-30,GM13,Free State of Saxony,10214
2021-09-30,GM14,Sachsen-Anhalt State,3535
2021-09-30,GM15,Free State of Thuringia,4414
2021-09-30,GM16,Berlin State,3625
