date,location,location_name,value
2022-02-09,GM,Germany,119215
2022-02-09,GM01,Baden-Württemberg State,13822
2022-02-09,GM02,Free State of Bavaria,20724
2022-02-09,GM03,Free Hanseatic City of Bremen,660
2022-02-09,GM04,Free Hanseatic City of Hamburg,2184
2022-02-09,GM05,Hesse State,8926
2022-02-09,GM06,Lower Saxony State,7164
2022-02-09,GM07,North Rhine-Westphalia State,21360
2022-02-09,GM08,Rhineland-Palatinate State,4841
2022-02-09,GM09,Saarland State,1344
2022-02-09,GM10,Schleswig-Holstein State,2019
2022-02-09,GM11,Brandenburg State,5055
2022-02-09,GM12,Mecklenburg-Western Pomerania State,1677
2022-02-09,GM13,Free State of Saxony,14178
2022-02-09,GM14,Sachsen-Anhalt State,4641
2022-02-09,GM15,Free State of Thuringia,6473
2022-02-09,GM16,Berlin State,4147
