date,location,location_name,value
2021-05-25,GM,Germany,87456
2021-05-25,GM01,Baden-Württemberg State,9849
2021-05-25,GM02,Free State of Bavaria,14795
2021-05-25,GM03,Free Hanseatic City of Bremen,471
2021-05-25,GM04,Free Hanseatic City of Hamburg,1545
2021-05-25,GM05,Hesse State,7215
2021-05-25,GM06,Lower Saxony State,5561
2021-05-25,GM07,North Rhine-Westphalia State,16501
2021-05-25,GM08,Rhineland-Palatinate State,3698
2021-05-25,GM09,Saarland State,997
2021-05-25,GM10,Schleswig-Holstein State,1579
2021-05-25,GM11,Brandenburg State,3699
2021-05-25,GM12,Mecklenburg-Western Pomerania State,1109
2021-05-25,GM13,Free State of Saxony,9567
2021-05-25,GM14,Sachsen-Anhalt State,3282
2021-05-25,GM15,Free State of Thuringia,4148
2021-05-25,GM16,Berlin State,3440
