date,location,location_name,value
2021-12-31,GM,Germany,111925
2021-12-31,GM01,Baden-Württemberg State,12992
2021-12-31,GM02,Free State of Bavaria,19678
2021-12-31,GM03,Free Hanseatic City of Bremen,600
2021-12-31,GM04,Free Hanseatic City of Hamburg,1989
2021-12-31,GM05,Hesse State,8558
2021-12-31,GM06,Lower Saxony State,6826
2021-12-31,GM07,North Rhine-Westphalia State,20321
2021-12-31,GM08,Rhineland-Palatinate State,4632
2021-12-31,GM09,Saarland State,1246
2021-12-31,GM10,Schleswig-Holstein State,1884
2021-12-31,GM11,Brandenburg State,4679
2021-12-31,GM12,Mecklenburg-Western Pomerania State,1474
2021-12-31,GM13,Free State of Saxony,12895
2021-12-31,GM14,Sachsen-Anhalt State,4264
2021-12-31,GM15,Free State of Thuringia,5871
2021-12-31,GM16,Berlin State,4016
