date,location,location_name,value
2021-05-26,GM,Germany,87726
2021-05-26,GM01,Baden-Württemberg State,9875
2021-05-26,GM02,Free State of Bavaria,14862
2021-05-26,GM03,Free Hanseatic City of Bremen,472
2021-05-26,GM04,Free Hanseatic City of Hamburg,1545
2021-05-26,GM05,Hesse State,7235
2021-05-26,GM06,Lower Saxony State,5572
2021-05-26,GM07,North Rhine-Westphalia State,16561
2021-05-26,GM08,Rhineland-Palatinate State,3709
2021-05-26,GM09,Saarland State,997
2021-05-26,GM10,Schleswig-Holstein State,1582
2021-05-26,GM11,Brandenburg State,3706
2021-05-26,GM12,Mecklenburg-Western Pomerania State,1113
2021-05-26,GM13,Free State of Saxony,9584
2021-05-26,GM14,Sachsen-Anhalt State,3294
2021-05-26,GM15,Free State of Thuringia,4165
2021-05-26,GM16,Berlin State,3454
