date,location,location_name,value
2022-01-18,GM,Germany,115842
2022-01-18,GM01,Baden-Württemberg State,13453
2022-01-18,GM02,Free State of Bavaria,20190
2022-01-18,GM03,Free Hanseatic City of Bremen,624
2022-01-18,GM04,Free Hanseatic City of Hamburg,2049
2022-01-18,GM05,Hesse State,8678
2022-01-18,GM06,Lower Saxony State,7002
2022-01-18,GM07,North Rhine-Westphalia State,20781
2022-01-18,GM08,Rhineland-Palatinate State,4743
2022-01-18,GM09,Saarland State,1299
2022-01-18,GM10,Schleswig-Holstein State,1922
2022-01-18,GM11,Brandenburg State,4899
2022-01-18,GM12,Mecklenburg-Western Pomerania State,1582
2022-01-18,GM13,Free State of Saxony,13795
2022-01-18,GM14,Sachsen-Anhalt State,4480
2022-01-18,GM15,Free State of Thuringia,6278
2022-01-18,GM16,Berlin State,4067
