date,location,location_name,value
2021-08-13,GM,Germany,91853
2021-08-13,GM01,Baden-Württemberg State,10433
2021-08-13,GM02,Free State of Bavaria,15370
2021-08-13,GM03,Free Hanseatic City of Bremen,494
2021-08-13,GM04,Free Hanseatic City of Hamburg,1634
2021-08-13,GM05,Hesse State,7601
2021-08-13,GM06,Lower Saxony State,5826
2021-08-13,GM07,North Rhine-Westphalia State,17318
2021-08-13,GM08,Rhineland-Palatinate State,3914
2021-08-13,GM09,Saarland State,1030
2021-08-13,GM10,Schleswig-Holstein State,1641
2021-08-13,GM11,Brandenburg State,3818
2021-08-13,GM12,Mecklenburg-Western Pomerania State,1184
2021-08-13,GM13,Free State of Saxony,10145
2021-08-13,GM14,Sachsen-Anhalt State,3470
2021-08-13,GM15,Free State of Thuringia,4389
2021-08-13,GM16,Berlin State,3586
