date,location,location_name,value
2022-03-30,GM,Germany,129112
2022-03-30,GM01,Baden-Württemberg State,15048
2022-03-30,GM02,Free State of Bavaria,22501
2022-03-30,GM03,Free Hanseatic City of Bremen,715
2022-03-30,GM04,Free Hanseatic City of Hamburg,2381
2022-03-30,GM05,Hesse State,9585
2022-03-30,GM06,Lower Saxony State,8007
2022-03-30,GM07,North Rhine-Westphalia State,23553
2022-03-30,GM08,Rhineland-Palatinate State,5244
2022-03-30,GM09,Saarland State,1520
2022-03-30,GM10,Schleswig-Holstein State,2294
2022-03-30,GM11,Brandenburg State,5405
2022-03-30,GM12,Mecklenburg-Western Pomerania State,1991
2022-03-30,GM13,Free State of Saxony,14688
2022-03-30,GM14,Sachsen-Anhalt State,4988
2022-03-30,GM15,Free State of Thuringia,6823
2022-03-30,GM16,Berlin State,4369
