date,location,location_name,value
2021-10-02,GM,Germany,93777
2021-10-02,GM01,Baden-Württemberg State,10691
2021-10-02,GM02,Free State of Bavaria,15667
2021-10-02,GM03,Free Hanseatic City of Bremen,510
2021-10-02,GM04,Free Hanseatic City of Hamburg,1741
2021-10-02,GM05,Hesse State,7752
2021-10-02,GM06,Lower Saxony State,5962
2021-10-02,GM07,North Rhine-Westphalia State,17851
2021-10-02,GM08,Rhineland-Palatinate State,3998
2021-10-02,GM09,Saarland State,1052
2021-10-02,GM10,Schleswig-Holstein State,1687
2021-10-02,GM11,Brandenburg State,3852
2021-10-02,GM12,Mecklenburg-Western Pomerania State,1202
2021-10-02,GM13,Free State of Saxony,10229
2021-10-02,GM14,Sachsen-Anhalt State,3540
2021-10-02,GM15,Free State of Thuringia,4415
2021-10-02,GM16,Berlin State,3628
