date,location,location_name,value
2021-11-12,GM,Germany,97389
2021-11-12,GM01,Baden-Württemberg State,11203
2021-11-12,GM02,Free State of Bavaria,16497
2021-11-12,GM03,Free Hanseatic City of Bremen,535
2021-11-12,GM04,Free Hanseatic City of Hamburg,1844
2021-11-12,GM05,Hesse State,7962
2021-11-12,GM06,Lower Saxony State,6153
2021-11-12,GM07,North Rhine-Westphalia State,18445
2021-11-12,GM08,Rhineland-Palatinate State,4158
2021-11-12,GM09,Saarland State,1081
2021-11-12,GM10,Schleswig-Holstein State,1750
2021-11-12,GM11,Brandenburg State,3968
2021-11-12,GM12,Mecklenburg-Western Pomerania State,1273
2021-11-12,GM13,Free State of Saxony,10484
2021-11-12,GM14,Sachsen-Anhalt State,3629
2021-11-12,GM15,Free State of Thuringia,4651
2021-11-12,GM16,Berlin State,3756
