date,location,location_name,value
2022-01-20,GM,Germany,116315
2022-01-20,GM01,Baden-Württemberg State,13481
2022-01-20,GM02,Free State of Bavaria,20236
2022-01-20,GM03,Free Hanseatic City of Bremen,628
2022-01-20,GM04,Free Hanseatic City of Hamburg,2057
2022-01-20,GM05,Hesse State,8712
2022-01-20,GM06,Lower Saxony State,7029
2022-01-20,GM07,North Rhine-Westphalia State,20840
2022-01-20,GM08,Rhineland-Palatinate State,4757
2022-01-20,GM09,Saarland State,1311
2022-01-20,GM10,Schleswig-Holstein State,1928
2022-01-20,GM11,Brandenburg State,4947
2022-01-20,GM12,Mecklenburg-Western Pomerania State,1599
2022-01-20,GM13,Free State of Saxony,13886
2022-01-20,GM14,Sachsen-Anhalt State,4515
2022-01-20,GM15,Free State of Thuringia,6316
2022-01-20,GM16,Berlin State,4073
