date,location,location_name,value
2022-03-29,GM,Germany,128764
2022-03-29,GM01,Baden-Württemberg State,15005
2022-03-29,GM02,Free State of Bavaria,22447
2022-03-29,GM03,Free Hanseatic City of Bremen,714
2022-03-29,GM04,Free Hanseatic City of Hamburg,2375
2022-03-29,GM05,Hesse State,9566
2022-03-29,GM06,Lower Saxony State,7988
2022-03-29,GM07,North Rhine-Westphalia State,23477
2022-03-29,GM08,Rhineland-Palatinate State,5231
2022-03-29,GM09,Saarland State,1514
2022-03-29,GM10,Schleswig-Holstein State,2270
2022-03-29,GM11,Brandenburg State,5398
2022-03-29,GM12,Mecklenburg-Western Pomerania State,1986
2022-03-29,GM13,Free State of Saxony,14659
2022-03-29,GM14,Sachsen-Anhalt State,4979
2022-03-29,GM15,Free State of Thuringia,6792
2022-03-29,GM16,Berlin State,4363
