date,location,location_name,value
2021-06-23,GM,Germany,90523
2021-06-23,GM01,Baden-Württemberg State,10175
2021-06-23,GM02,Free State of Bavaria,15187
2021-06-23,GM03,Free Hanseatic City of Bremen,483
2021-06-23,GM04,Free Hanseatic City of Hamburg,1588
2021-06-23,GM05,Hesse State,7494
2021-06-23,GM06,Lower Saxony State,5740
2021-06-23,GM07,North Rhine-Westphalia State,17083
2021-06-23,GM08,Rhineland-Palatinate State,3874
2021-06-23,GM09,Saarland State,1019
2021-06-23,GM10,Schleswig-Holstein State,1619
2021-06-23,GM11,Brandenburg State,3789
2021-06-23,GM12,Mecklenburg-Western Pomerania State,1149
2021-06-23,GM13,Free State of Saxony,10040
2021-06-23,GM14,Sachsen-Anhalt State,3417
2021-06-23,GM15,Free State of Thuringia,4319
2021-06-23,GM16,Berlin State,3547
