date,location,location_name,value
2022-11-27,GM,Germany,157495
2022-11-27,GM01,Baden-Württemberg State,18180
2022-11-27,GM02,Free State of Bavaria,27068
2022-11-27,GM03,Free Hanseatic City of Bremen,883
2022-11-27,GM04,Free Hanseatic City of Hamburg,3243
2022-11-27,GM05,Hesse State,11645
2022-11-27,GM06,Lower Saxony State,11740
2022-11-27,GM07,North Rhine-Westphalia State,28924
2022-11-27,GM08,Rhineland-Palatinate State,6539
2022-11-27,GM09,Saarland State,1961
2022-11-27,GM10,Schleswig-Holstein State,3135
2022-11-27,GM11,Brandenburg State,6163
2022-11-27,GM12,Mecklenburg-Western Pomerania State,2582
2022-11-27,GM13,Free State of Saxony,16360
2022-11-27,GM14,Sachsen-Anhalt State,6029
2022-11-27,GM15,Free State of Thuringia,7913
2022-11-27,GM16,Berlin State,5130
