date,location,location_name,value
2022-09-30,GM,Germany,149948
2022-09-30,GM01,Baden-Württemberg State,17295
2022-09-30,GM02,Free State of Bavaria,25831
2022-09-30,GM03,Free Hanseatic City of Bremen,839
2022-09-30,GM04,Free Hanseatic City of Hamburg,3060
2022-09-30,GM05,Hesse State,11093
2022-09-30,GM06,Lower Saxony State,10808
2022-09-30,GM07,North Rhine-Westphalia State,27487
2022-09-30,GM08,Rhineland-Palatinate State,6176
2022-09-30,GM09,Saarland State,1853
2022-09-30,GM10,Schleswig-Holstein State,2893
2022-09-30,GM11,Brandenburg State,5918
2022-09-30,GM12,Mecklenburg-Western Pomerania State,2459
2022-09-30,GM13,Free State of Saxony,16038
2022-09-30,GM14,Sachsen-Anhalt State,5716
2022-09-30,GM15,Free State of Thuringia,7652
2022-09-30,GM16,Berlin State,4830
