date,location,location_name,value
2022-04-12,GM,Germany,132017
2022-04-12,GM01,Baden-Württemberg State,15418
2022-04-12,GM02,Free State of Bavaria,23009
2022-04-12,GM03,Free Hanseatic City of Bremen,728
2022-04-12,GM04,Free Hanseatic City of Hamburg,2454
2022-04-12,GM05,Hesse State,9717
2022-04-12,GM06,Lower Saxony State,8345
2022-04-12,GM07,North Rhine-Westphalia State,24094
2022-04-12,GM08,Rhineland-Palatinate State,5362
2022-04-12,GM09,Saarland State,1571
2022-04-12,GM10,Schleswig-Holstein State,2344
2022-04-12,GM11,Brandenburg State,5477
2022-04-12,GM12,Mecklenburg-Western Pomerania State,2077
2022-04-12,GM13,Free State of Saxony,14951
2022-04-12,GM14,Sachsen-Anhalt State,5113
2022-04-12,GM15,Free State of Thuringia,6945
2022-04-12,GM16,Berlin State,4412
