date,location,location_name,value
2021-03-30,GM,Germany,76093
2021-03-30,GM01,Baden-Württemberg State,8648
2021-03-30,GM02,Free State of Bavaria,13194
2021-03-30,GM03,Free Hanseatic City of Bremen,402
2021-03-30,GM04,Free Hanseatic City of Hamburg,1372
2021-03-30,GM05,Hesse State,6298
2021-03-30,GM06,Lower Saxony State,4836
2021-03-30,GM07,North Rhine-Westphalia State,14151
2021-03-30,GM08,Rhineland-Palatinate State,3313
2021-03-30,GM09,Saarland State,924
2021-03-30,GM10,Schleswig-Holstein State,1429
2021-03-30,GM11,Brandenburg State,3288
2021-03-30,GM12,Mecklenburg-Western Pomerania State,851
2021-03-30,GM13,Free State of Saxony,8338
2021-03-30,GM14,Sachsen-Anhalt State,2698
2021-03-30,GM15,Free State of Thuringia,3309
2021-03-30,GM16,Berlin State,3042
