date,location,location_name,value
2022-02-27,GM,Germany,122678
2022-02-27,GM01,Baden-Württemberg State,14244
2022-02-27,GM02,Free State of Bavaria,21313
2022-02-27,GM03,Free Hanseatic City of Bremen,680
2022-02-27,GM04,Free Hanseatic City of Hamburg,2293
2022-02-27,GM05,Hesse State,9176
2022-02-27,GM06,Lower Saxony State,7447
2022-02-27,GM07,North Rhine-Westphalia State,22206
2022-02-27,GM08,Rhineland-Palatinate State,4987
2022-02-27,GM09,Saarland State,1400
2022-02-27,GM10,Schleswig-Holstein State,2109
2022-02-27,GM11,Brandenburg State,5180
2022-02-27,GM12,Mecklenburg-Western Pomerania State,1757
2022-02-27,GM13,Free State of Saxony,14295
2022-02-27,GM14,Sachsen-Anhalt State,4744
2022-02-27,GM15,Free State of Thuringia,6604
2022-02-27,GM16,Berlin State,4243
