date,location,location_name,value
2022-02-06,GM,Germany,118717
2022-02-06,GM01,Baden-Württemberg State,13770
2022-02-06,GM02,Free State of Bavaria,20635
2022-02-06,GM03,Free Hanseatic City of Bremen,654
2022-02-06,GM04,Free Hanseatic City of Hamburg,2171
2022-02-06,GM05,Hesse State,8882
2022-02-06,GM06,Lower Saxony State,7139
2022-02-06,GM07,North Rhine-Westphalia State,21273
2022-02-06,GM08,Rhineland-Palatinate State,4829
2022-02-06,GM09,Saarland State,1339
2022-02-06,GM10,Schleswig-Holstein State,1993
2022-02-06,GM11,Brandenburg State,5025
2022-02-06,GM12,Mecklenburg-Western Pomerania State,1657
2022-02-06,GM13,Free State of Saxony,14139
2022-02-06,GM14,Sachsen-Anhalt State,4629
2022-02-06,GM15,Free State of Thuringia,6447
2022-02-06,GM16,Berlin State,4135
