date,location,location_name,value
2021-07-20,GM,Germany,91397
2021-07-20,GM01,Baden-Württemberg State,10346
2021-07-20,GM02,Free State of Bavaria,15309
2021-07-20,GM03,Free Hanseatic City of Bremen,489
2021-07-20,GM04,Free Hanseatic City of Hamburg,1605
2021-07-20,GM05,Hesse State,7566
2021-07-20,GM06,Lower Saxony State,5805
2021-07-20,GM07,North Rhine-Westphalia State,17253
2021-07-20,GM08,Rhineland-Palatinate State,3895
2021-07-20,GM09,Saarland State,1029
2021-07-20,GM10,Schleswig-Holstein State,1628
2021-07-20,GM11,Brandenburg State,3815
2021-07-20,GM12,Mecklenburg-Western Pomerania State,1165
2021-07-20,GM13,Free State of Saxony,10120
2021-07-20,GM14,Sachsen-Anhalt State,3436
2021-07-20,GM15,Free State of Thuringia,4362
2021-07-20,GM16,Berlin State,3574
