date,location,location_name,value
2021-10-15,GM,Germany,94526
2021-10-15,GM01,Baden-Württemberg State,10806
2021-10-15,GM02,Free State of Bavaria,15844
2021-10-15,GM03,Free Hanseatic City of Bremen,521
2021-10-15,GM04,Free Hanseatic City of Hamburg,1761
2021-10-15,GM05,Hesse State,7794
2021-10-15,GM06,Lower Saxony State,6019
2021-10-15,GM07,North Rhine-Westphalia State,18006
2021-10-15,GM08,Rhineland-Palatinate State,4036
2021-10-15,GM09,Saarland State,1059
2021-10-15,GM10,Schleswig-Holstein State,1701
2021-10-15,GM11,Brandenburg State,3870
2021-10-15,GM12,Mecklenburg-Western Pomerania State,1211
2021-10-15,GM13,Free State of Saxony,10243
2021-10-15,GM14,Sachsen-Anhalt State,3557
2021-10-15,GM15,Free State of Thuringia,4435
2021-10-15,GM16,Berlin State,3663
