date,location,location_name,value
2022-05-10,GM,Germany,136756
2022-05-10,GM01,Baden-Württemberg State,15896
2022-05-10,GM02,Free State of Bavaria,23732
2022-05-10,GM03,Free Hanseatic City of Bremen,766
2022-05-10,GM04,Free Hanseatic City of Hamburg,2577
2022-05-10,GM05,Hesse State,10010
2022-05-10,GM06,Lower Saxony State,8949
2022-05-10,GM07,North Rhine-Westphalia State,24965
2022-05-10,GM08,Rhineland-Palatinate State,5568
2022-05-10,GM09,Saarland State,1654
2022-05-10,GM10,Schleswig-Holstein State,2474
2022-05-10,GM11,Brandenburg State,5595
2022-05-10,GM12,Mecklenburg-Western Pomerania State,2188
2022-05-10,GM13,Free State of Saxony,15404
2022-05-10,GM14,Sachsen-Anhalt State,5285
2022-05-10,GM15,Free State of Thuringia,7168
2022-05-10,GM16,Berlin State,4525
