date,location,location_name,value
2021-12-23,GM,Germany,109749
2021-12-23,GM01,Baden-Württemberg State,12726
2021-12-23,GM02,Free State of Bavaria,19291
2021-12-23,GM03,Free Hanseatic City of Bremen,584
2021-12-23,GM04,Free Hanseatic City of Hamburg,1963
2021-12-23,GM05,Hesse State,8467
2021-12-23,GM06,Lower Saxony State,6747
2021-12-23,GM07,North Rhine-Westphalia State,20024
2021-12-23,GM08,Rhineland-Palatinate State,4547
2021-12-23,GM09,Saarland State,1224
2021-12-23,GM10,Schleswig-Holstein State,1867
2021-12-23,GM11,Brandenburg State,4547
2021-12-23,GM12,Mecklenburg-Western Pomerania State,1439
2021-12-23,GM13,Free State of Saxony,12488
2021-12-23,GM14,Sachsen-Anhalt State,4152
2021-12-23,GM15,Free State of Thuringia,5697
2021-12-23,GM16,Berlin State,3986
