date,location,location_name,value
2022-09-14,GM,Germany,148498
2022-09-14,GM01,Baden-Württemberg State,17078
2022-09-14,GM02,Free State of Bavaria,25603
2022-09-14,GM03,Free Hanseatic City of Bremen,831
2022-09-14,GM04,Free Hanseatic City of Hamburg,3010
2022-09-14,GM05,Hesse State,10992
2022-09-14,GM06,Lower Saxony State,10654
2022-09-14,GM07,North Rhine-Westphalia State,27219
2022-09-14,GM08,Rhineland-Palatinate State,6099
2022-09-14,GM09,Saarland State,1835
2022-09-14,GM10,Schleswig-Holstein State,2851
2022-09-14,GM11,Brandenburg State,5879
2022-09-14,GM12,Mecklenburg-Western Pomerania State,2435
2022-09-14,GM13,Free State of Saxony,15954
2022-09-14,GM14,Sachsen-Anhalt State,5684
2022-09-14,GM15,Free State of Thuringia,7595
2022-09-14,GM16,Berlin State,4779
