date,location,location_name,value
2022-11-18,GM,Germany,156410
2022-11-18,GM01,Baden-Württemberg State,17994
2022-11-18,GM02,Free State of Bavaria,26908
2022-11-18,GM03,Free Hanseatic City of Bremen,880
2022-11-18,GM04,Free Hanseatic City of Hamburg,3219
2022-11-18,GM05,Hesse State,11569
2022-11-18,GM06,Lower Saxony State,11595
2022-11-18,GM07,North Rhine-Westphalia State,28702
2022-11-18,GM08,Rhineland-Palatinate State,6495
2022-11-18,GM09,Saarland State,1955
2022-11-18,GM10,Schleswig-Holstein State,3111
2022-11-18,GM11,Brandenburg State,6135
2022-11-18,GM12,Mecklenburg-Western Pomerania State,2569
2022-11-18,GM13,Free State of Saxony,16329
2022-11-18,GM14,Sachsen-Anhalt State,5987
2022-11-18,GM15,Free State of Thuringia,7891
2022-11-18,GM16,Berlin State,5071
