date,location,location_name,value
2022-04-30,GM,Germany,135451
2022-04-30,GM01,Baden-Württemberg State,15757
2022-04-30,GM02,Free State of Bavaria,23559
2022-04-30,GM03,Free Hanseatic City of Bremen,753
2022-04-30,GM04,Free Hanseatic City of Hamburg,2526
2022-04-30,GM05,Hesse State,9918
2022-04-30,GM06,Lower Saxony State,8750
2022-04-30,GM07,North Rhine-Westphalia State,24745
2022-04-30,GM08,Rhineland-Palatinate State,5516
2022-04-30,GM09,Saarland State,1638
2022-04-30,GM10,Schleswig-Holstein State,2444
2022-04-30,GM11,Brandenburg State,5559
2022-04-30,GM12,Mecklenburg-Western Pomerania State,2158
2022-04-30,GM13,Free State of Saxony,15285
2022-04-30,GM14,Sachsen-Anhalt State,5253
2022-04-30,GM15,Free State of Thuringia,7105
2022-04-30,GM16,Berlin State,4485
