date,location,location_name,value
2022-10-05,GM,Germany,150192
2022-10-05,GM01,Baden-Württemberg State,17310
2022-10-05,GM02,Free State of Bavaria,25872
2022-10-05,GM03,Free Hanseatic City of Bremen,841
2022-10-05,GM04,Free Hanseatic City of Hamburg,3068
2022-10-05,GM05,Hesse State,11103
2022-10-05,GM06,Lower Saxony State,10859
2022-10-05,GM07,North Rhine-Westphalia State,27528
2022-10-05,GM08,Rhineland-Palatinate State,6189
2022-10-05,GM09,Saarland State,1860
2022-10-05,GM10,Schleswig-Holstein State,2905
2022-10-05,GM11,Brandenburg State,5925
2022-10-05,GM12,Mecklenburg-Western Pomerania State,2468
2022-10-05,GM13,Free State of Saxony,16044
2022-10-05,GM14,Sachsen-Anhalt State,5724
2022-10-05,GM15,Free State of Thuringia,7658
2022-10-05,GM16,Berlin State,4838
