date,location,location_name,value
2021-06-13,GM,Germany,89834
2021-06-13,GM01,Baden-Württemberg State,10074
2021-06-13,GM02,Free State of Bavaria,15099
2021-06-13,GM03,Free Hanseatic City of Bremen,478
2021-06-13,GM04,Free Hanseatic City of Hamburg,1580
2021-06-13,GM05,Hesse State,7436
2021-06-13,GM06,Lower Saxony State,5699
2021-06-13,GM07,North Rhine-Westphalia State,16981
2021-06-13,GM08,Rhineland-Palatinate State,3783
2021-06-13,GM09,Saarland State,1016
2021-06-13,GM10,Schleswig-Holstein State,1613
2021-06-13,GM11,Brandenburg State,3755
2021-06-13,GM12,Mecklenburg-Western Pomerania State,1145
2021-06-13,GM13,Free State of Saxony,9974
2021-06-13,GM14,Sachsen-Anhalt State,3399
2021-06-13,GM15,Free State of Thuringia,4285
2021-06-13,GM16,Berlin State,3517
