date,location,location_name,value
2021-07-23,GM,Germany,91492
2021-07-23,GM01,Baden-Württemberg State,10370
2021-07-23,GM02,Free State of Bavaria,15317
2021-07-23,GM03,Free Hanseatic City of Bremen,492
2021-07-23,GM04,Free Hanseatic City of Hamburg,1607
2021-07-23,GM05,Hesse State,7573
2021-07-23,GM06,Lower Saxony State,5807
2021-07-23,GM07,North Rhine-Westphalia State,17268
2021-07-23,GM08,Rhineland-Palatinate State,3897
2021-07-23,GM09,Saarland State,1029
2021-07-23,GM10,Schleswig-Holstein State,1628
2021-07-23,GM11,Brandenburg State,3815
2021-07-23,GM12,Mecklenburg-Western Pomerania State,1175
2021-07-23,GM13,Free State of Saxony,10128
2021-07-23,GM14,Sachsen-Anhalt State,3447
2021-07-23,GM15,Free State of Thuringia,4362
2021-07-23,GM16,Berlin State,3577
