date,location,location_name,value
2021-10-18,GM,Germany,94628
2021-10-18,GM01,Baden-Württemberg State,10827
2021-10-18,GM02,Free State of Bavaria,15865
2021-10-18,GM03,Free Hanseatic City of Bremen,523
2021-10-18,GM04,Free Hanseatic City of Hamburg,1763
2021-10-18,GM05,Hesse State,7801
2021-10-18,GM06,Lower Saxony State,6028
2021-10-18,GM07,North Rhine-Westphalia State,18020
2021-10-18,GM08,Rhineland-Palatinate State,4042
2021-10-18,GM09,Saarland State,1060
2021-10-18,GM10,Schleswig-Holstein State,1703
2021-10-18,GM11,Brandenburg State,3873
2021-10-18,GM12,Mecklenburg-Western Pomerania State,1212
2021-10-18,GM13,Free State of Saxony,10251
2021-10-18,GM14,Sachsen-Anhalt State,3560
2021-10-18,GM15,Free State of Thuringia,4436
2021-10-18,GM16,Berlin State,3664
