date,location,location_name,value
2022-08-01,GM,Germany,143979
2022-08-01,GM01,Baden-Württemberg State,16607
2022-08-01,GM02,Free State of Bavaria,24893
2022-08-01,GM03,Free Hanseatic City of Bremen,813
2022-08-01,GM04,Free Hanseatic City of Hamburg,2836
2022-08-01,GM05,Hesse State,10619
2022-08-01,GM06,Lower Saxony State,10000
2022-08-01,GM07,North Rhine-Westphalia State,26371
2022-08-01,GM08,Rhineland-Palatinate State,5914
2022-08-01,GM09,Saarland State,1770
2022-08-01,GM10,Schleswig-Holstein State,2726
2022-08-01,GM11,Brandenburg State,5770
2022-08-01,GM12,Mecklenburg-Western Pomerania State,2330
2022-08-01,GM13,Free State of Saxony,15697
2022-08-01,GM14,Sachsen-Anhalt State,5481
2022-08-01,GM15,Free State of Thuringia,7442
2022-08-01,GM16,Berlin State,4710
