date,location,location_name,value
2022-07-21,GM,Germany,142948
2022-07-21,GM01,Baden-Württemberg State,16492
2022-07-21,GM02,Free State of Bavaria,24714
2022-07-21,GM03,Free Hanseatic City of Bremen,804
2022-07-21,GM04,Free Hanseatic City of Hamburg,2785
2022-07-21,GM05,Hesse State,10564
2022-07-21,GM06,Lower Saxony State,9890
2022-07-21,GM07,North Rhine-Westphalia State,26148
2022-07-21,GM08,Rhineland-Palatinate State,5867
2022-07-21,GM09,Saarland State,1751
2022-07-21,GM10,Schleswig-Holstein State,2685
2022-07-21,GM11,Brandenburg State,5752
2022-07-21,GM12,Mecklenburg-Western Pomerania State,2293
2022-07-21,GM13,Free State of Saxony,15659
2022-07-21,GM14,Sachsen-Anhalt State,5450
2022-07-21,GM15,Free State of Thuringia,7413
2022-07-21,GM16,Berlin State,4681
