date,location,location_name,value
2022-09-29,GM,Germany,149808
2022-09-29,GM01,Baden-Württemberg State,17280
2022-09-29,GM02,Free State of Bavaria,25823
2022-09-29,GM03,Free Hanseatic City of Bremen,839
2022-09-29,GM04,Free Hanseatic City of Hamburg,3059
2022-09-29,GM05,Hesse State,11080
2022-09-29,GM06,Lower Saxony State,10790
2022-09-29,GM07,North Rhine-Westphalia State,27440
2022-09-29,GM08,Rhineland-Palatinate State,6175
2022-09-29,GM09,Saarland State,1851
2022-09-29,GM10,Schleswig-Holstein State,2890
2022-09-29,GM11,Brandenburg State,5914
2022-09-29,GM12,Mecklenburg-Western Pomerania State,2457
2022-09-29,GM13,Free State of Saxony,16030
2022-09-29,GM14,Sachsen-Anhalt State,5715
2022-09-29,GM15,Free State of Thuringia,7638
2022-09-29,GM16,Berlin State,4827
