date,location,location_name,value
2021-12-14,GM,Germany,106227
2021-12-14,GM01,Baden-Württemberg State,12337
2021-12-14,GM02,Free State of Bavaria,18691
2021-12-14,GM03,Free Hanseatic City of Bremen,569
2021-12-14,GM04,Free Hanseatic City of Hamburg,1926
2021-12-14,GM05,Hesse State,8343
2021-12-14,GM06,Lower Saxony State,6594
2021-12-14,GM07,North Rhine-Westphalia State,19577
2021-12-14,GM08,Rhineland-Palatinate State,4420
2021-12-14,GM09,Saarland State,1158
2021-12-14,GM10,Schleswig-Holstein State,1840
2021-12-14,GM11,Brandenburg State,4361
2021-12-14,GM12,Mecklenburg-Western Pomerania State,1389
2021-12-14,GM13,Free State of Saxony,11716
2021-12-14,GM14,Sachsen-Anhalt State,3979
2021-12-14,GM15,Free State of Thuringia,5401
2021-12-14,GM16,Berlin State,3926
