date,location,location_name,value
2021-09-11,GM,Germany,92598
2021-09-11,GM01,Baden-Württemberg State,10530
2021-09-11,GM02,Free State of Bavaria,15471
2021-09-11,GM03,Free Hanseatic City of Bremen,501
2021-09-11,GM04,Free Hanseatic City of Hamburg,1659
2021-09-11,GM05,Hesse State,7661
2021-09-11,GM06,Lower Saxony State,5875
2021-09-11,GM07,North Rhine-Westphalia State,17549
2021-09-11,GM08,Rhineland-Palatinate State,3945
2021-09-11,GM09,Saarland State,1040
2021-09-11,GM10,Schleswig-Holstein State,1666
2021-09-11,GM11,Brandenburg State,3829
2021-09-11,GM12,Mecklenburg-Western Pomerania State,1195
2021-09-11,GM13,Free State of Saxony,10184
2021-09-11,GM14,Sachsen-Anhalt State,3493
2021-09-11,GM15,Free State of Thuringia,4398
2021-09-11,GM16,Berlin State,3602
