date,location,location_name,value
2022-05-17,GM,Germany,137714
2022-05-17,GM01,Baden-Württemberg State,15972
2022-05-17,GM02,Free State of Bavaria,23884
2022-05-17,GM03,Free Hanseatic City of Bremen,770
2022-05-17,GM04,Free Hanseatic City of Hamburg,2623
2022-05-17,GM05,Hesse State,10049
2022-05-17,GM06,Lower Saxony State,9113
2022-05-17,GM07,North Rhine-Westphalia State,25149
2022-05-17,GM08,Rhineland-Palatinate State,5609
2022-05-17,GM09,Saarland State,1663
2022-05-17,GM10,Schleswig-Holstein State,2498
2022-05-17,GM11,Brandenburg State,5630
2022-05-17,GM12,Mecklenburg-Western Pomerania State,2205
2022-05-17,GM13,Free State of Saxony,15450
2022-05-17,GM14,Sachsen-Anhalt State,5315
2022-05-17,GM15,Free State of Thuringia,7228
2022-05-17,GM16,Berlin State,4556
